ID,URL,Channel Name,Title,Published Date,Duration (sec),View_Count,Like_Count,Comment_Count,Description,hours,year
loHLF9SEBTw,https://www.youtube.com/watch?v=loHLF9SEBTw,HAJI SUN,"HAJI SUN | Live Wayang di GKN Jogja. Ki Mulyono PW - Apri Mimin, Elisha, Arda dkk. ""Bimo Pandito""",2021-06-20 23:58:17+00:00,32002,4567,39.0,1.0,"#hajisun #klaten #klatenmulyo
=================================================

Pagelaran Wayang Kulit

Dalang : Ki Mulyono Purwo Wijoyo
Lakon : Bomo Paksa
Bintang Tamu : Apri, Mimin, Elisha & Ardha

Dalam Rangka Spectaxcular Pajak dan Sosialisasi E-filing 2020.
Di Halaman Gedung Keuangan Negara Yogyakarta Jl. Kusuma Negara no. 11.
Minggu 08 Maret 2020

Like / Follow Social Media HAJI SUN :
Instagram: @haji_sun_
Facebook : HAJI SUN",8,2021
QJS4gseVSL0,https://www.youtube.com/watch?v=QJS4gseVSL0,Sanggar Cemara,"Live Wayang di Sukoharjo. Ki Mulyono PW - Megan, Gareng Smrg, Endah Laras dkk. Sesaji Raja Suyo. Rec",2021-03-31 19:57:11+00:00,24171,35774,181.0,4.0,"SANGGAR CEMARA

Pagelaran Wayang Kulit

Dalang : Ki Mulyono Purwo Wijoyo
Lakon : Sesaji Rojo Suyo
Bintang Tamu : Megan, Endah Laras, Gareng Semarang

Dalam rangka Sosialisasi Perpajakan. 
di KPP Pratama Sukoharjo. Jl. Jaksa Agung R Suprapto No. 7, Sukoharjo.
Senin, 20 Mei 2013",6,2021
iWMNyjwUTEQ,https://www.youtube.com/watch?v=iWMNyjwUTEQ,DALANG RUDI GARENG,"#liverec PAGELARAN WAYANG KULIT KI RUDI GARENG  ""BIMO SUCI"" DI PASURUAN 2020",2021-04-17 19:19:23+00:00,18125,10293,156.0,4.0,"NARAHUBUNG WAYANG GECUL/VIRTUAL DAPAT MENGHUBUNGI ADMIN KI RUDI GARENG CP : 085895333722//081334300334
Bantu :
✅LIKE
✅SUBSCRIBE
✅COMENT 
✅SHARE
Supaya berkembang Channel ini
Terima Kasih !!
#Dalangrudigareng #Cakrabudayaindonesia #Budayajawa #WayangJawa #Dalangmetal #Sobatngebyar",5,2021
54rtD8cR7qg,https://www.youtube.com/watch?v=54rtD8cR7qg,KI EKO SUWARYO,Live Wayang Kulit Ki Eko Suwaryo Lakon Wahyu Kesatria,2021-09-20 22:02:20+00:00,29742,18337,302.0,6.0,"KI EKO SUWARYO
KARAWITAN : SEKARBIMA

ALAMAT : DESA JATIROTO RT.01 RW.02 ,BUAYAN - KEBUMEN  TELP. 081227660285 







Jangan Lupa tekan Tombol Subscribe dan Share Sebanyankya Terimakasih.












#LiveWayangKulit
#WayangKulit
#kiekosuwaryo
#sekarbima
#campursarisekarbima
#kiekosuwaryoterbaru
#WayangKulitTerbaru
#Banyumasan
#WayangBanyumasan
#GagrakBanyumas
#KiMArtoWarsono
#2021",8,2021
sOebqmsvAIw,https://www.youtube.com/watch?v=sOebqmsvAIw,karel nn,"LIVE STREAMING  PAGELARAN WAYANG KULIT "" KI MANGUN YUWONO S.Sn "" LAKON : WIRATHA PARWO'",2021-12-02 21:35:13+00:00,27008,4139,43.0,5.0,"#KI MANGUNYUWONO
#WAYANGKULIT 
#NNPRODUCTION

PAGELARAN WAYANG KULIT "" KI MANGUN YUWONO S.Sn  LAKON "" WIRATHA PARWO ""        
PEMALANG, NOVEMBER 2021 NN PRODUCTION ULUJAMI-PEMALANG

""ACARA INI DISELENGGARAKAN DENGAN MEMATUHI PROTOKOL KESEHATAN""

#PERTUNJUKAN KESENIAN RAKYAT JAWA TENGAH
#JATENG GAYENG
#TETEP PAKAI MASKER
#BERSAMAMELAWANCORONA
#JOGOTONGGO",7,2021
7EPgALESOXU,https://www.youtube.com/watch?v=7EPgALESOXU,Sanggar Cemara,Live Wayang Kulit Ki Mulyono PW - Apri Mimin dkk. Lakon Wahyu Kahuripan. Recd,2021-07-28 19:39:29+00:00,22792,18168,115.0,2.0,"SANGGAR CEMARA

Pagelaran Wayang Kulit

Dalang : KI MUlYONO PURWO WIJOYO
Lakon : WAHYU KAHURIPAN
Tempat : KARANGPAKEL, TRUCUK, KLATEN

Dalam Rangka Ulang Tahun BMT KAHURIPAN 2019",6,2021
KALbFFHed0A,https://www.youtube.com/watch?v=KALbFFHed0A,PRATAMA MULTIMEDIA PONOROGO,PAGELARAN WAYANG KULIT  KI BAYU AJI PAMUNGKAS,2021-05-09 19:34:21+00:00,22806,123,2.0,0.0,"#wayangkulit
#pagelaran
#wtrenggalek
#dangdut
#pengajian
#jakarta
#magetan
#dalang
#pernikahan
#pratamamultimediaponorogo",6,2021
8Eup2_MMz4k,https://www.youtube.com/watch?v=8Eup2_MMz4k,Mitra 89 Studio,Live Rec WAYANG KULIT KI DALANG SIKIN HADI WARSONO LAKON SEMAR MANTU,2021-08-03 21:54:35+00:00,27061,7138,52.0,6.0,,7,2021
LOCTEQvCsDA,https://www.youtube.com/watch?v=LOCTEQvCsDA,Rakafm Purbalingga,LIVE REC Wayang Banyumasan || Ki Sigit Djono Saputro || Begawan Suryandadari,2021-02-08 17:17:38+00:00,19211,22662,132.0,9.0,"REKAMAN : 2019
LAKON :  BEGAWAN SURYANDADARI
LIVE : NUSAWUNGU CILACAP
============================
Rakafm Purbalingga || channel seni budaya terutama Banyumasan || semoga konten yang ada di channel kami dapat memberi manfaat || atas segala partisipasi dan dukungan anda baik melalui SUBSCRIBE, like, share & comment kami sampaikan banyak terima kasih, semoga dimudahkan rejekinya, aamiin.
============================
#RakafmPurbalingga #DalangSigitCilacap #WayangBanyumasan
#MediaSeniBudayaDakwah #ChannelNgapakBanyumasan #WayangKulitBanyumasan #LenggerBanyumasan #PengajianNgapak #BudayaBanyumasan #UlinnuhaCilacap #UstadzahMumpuni #PengajianGusMiftah #PengajianKyaiMiftahudinZuhri #LiveStreaming #LiveWayangKulitBanyumasan #LivePengajianAkbar #LiveSeniBudaya #LiveMusik",5,2021
gL7L-fllWJc,https://www.youtube.com/watch?v=gL7L-fllWJc,Goeboeg Sandoso,#LIVE WAYANG KULIT VIRTUAL ~ PEDHUT WIROTHO ~ KI UTORO WIDAYANTO Bt TATIN & AGNES REC,2021-02-06 23:09:48+00:00,28239,125,2.0,0.0,"Vidio Berasal dari DG Channel
Sudah Berdasarkan Izin Dari Pak Putut Wijanarko
Link yt : https://www.youtube.com/channel/UC8_W...
 Link Vidio https://youtu.be/zf82FBnJvX8


Terimakasih Kepada DG Channel
Dan Penonton Setia DG Channel Dan GOEBOEG SANDOSO",7,2021
y8Gr16kB-O8,https://www.youtube.com/watch?v=y8Gr16kB-O8,JUVE MULTIMEDIA RECORD,LIVE STREAMING RECORDED WAYANG KULIT KI GURTINO PURBO CARITO LAWAK CAK PERCIL CS,2021-06-21 22:45:47+00:00,30549,11871,140.0,0.0,"SIARAN TUNDA WAYANG KULIT
DALANG KI GURITNO PURBO CARITO
LAWAK CAK PERCIL YUDHO & LUSI BRAHMAN
LAKON GATOGKACA KRIDHA
DOKUMENTASI ANDIRA RECORD 2017

silahkan gabung grub WA untuk mendapatkan informasi dari admin kami 
https://chat.whatsapp.com/Hvyg9xWn8SzEn8njw7JvTU

JUVE MULTIMEDIA RECORD menerima JOB VIDEO SHOOTING, LIVE STREAMING, RIAS MANTEN, PHOTOGRAPHY CP +62 8563663777

Marilah kita bangun channel ini untuk melestarikan kesenian dan kebudayaan nusantara. Terimakasih.
SEMUA TENTANG BUDAYA NUSANTARA INDONESIA, WAYANG, KETOPRAK, REYOG, JARANAN THIK, TAYUB, LAWAK, WISATA KULINER, MUSIK,
SELALU UPDATE TENTANG BUDAYA BUDAYA NUSANTARA. DENGAN MELIHAT INI ANDA SUDAH IKUT SERTA MELESTARIKAN BUDAYA NUSANTARA INDONESIA INI DAN INGAT SILAHKAN SUBSCRIBE CHANNEL YOUTUBE JUVE MULTIMEDIA RECORD
UNTUK MENDAPATKAN UPDATE VIDEO TERBARU SILAHKAN LIHAT DISINI PLAYLIST https://www.youtube.com/channel/UC7eaZ81I_260R1aVFr0kpMg/playlists

SILAHKAN SUBSCRIBE, LIKE, COMMENT, AND SHARE
JUVE MULTIMEDIA RECORD",8,2021
h89VQrzfOfg,https://www.youtube.com/watch?v=h89VQrzfOfg,RE MEDIA PRO,"(  LIVE STREAMING ) WAYANG KULIT KARYA UTAMA || MUNJUNGAN JEMBATAN SEWO || RABU, 22 DESEMBER 2021",2021-12-22 19:39:25+00:00,22977,5427,61.0,3.0,"JANGAN LUPA LIKE, SHARE, & SUBSCRIBE

Documentasi By :
RE MEDIA PRO HD
Facebook            : Liee Shinjiru
Youtube Chanel :  Https://www.youtube.com/UCGybmFCHTZ9N...
Alamat                : Desa. Kertajaya Blok. Kibuyut Kec. Bongas Kab. Indramayu
Contact Person  : 085224947369 
#REMEDIAPROHD #KARYA_UTAMA #BY_OPERATORTAMVAN",6,2021
TC9r7XPZkJ0,https://www.youtube.com/watch?v=TC9r7XPZkJ0,Sanggar Cemara,"Wayang Kulit Bersih Desa Randulanang. Ki Mulyono PW - Apri Mimin, Gareng dkk. Lakon UDOWO WARIS.",2021-10-13 19:11:25+00:00,20991,29302,193.0,3.0,"Sanggar Cemara

Pagelaran Wayang Kulit

Dalang Ki Mulyono Purwo Wijoyo
Lakon Udowo Waris 
Bintang tamu Apri Mimin, Gareng Tralala

Dalam Rangka Syukuran Pemerintah Desa Randulang, Kab. Klaten",5,2021
1MIBhJtRlvI,https://www.youtube.com/watch?v=1MIBhJtRlvI,DANA Production,"LIVE VIRTUAL | PAGELARAN WAYANG KULIT  | DALANG KI WARSENO SLANK,M.Si | LAKON ""SEMAR MANEGES""",2021-08-22 19:06:38+00:00,22596,170,11.0,0.0,"#CERAHFOTO #CERAHFOTOJAKARTA #CERAHFOTOCIJANTUNG

Jangan Lupa Like, Komen, Share dan Subscribe Video kami agar tidak Ketinggalan video terbaru dari Kami !!!!",6,2021
7v6EGhyemPY,https://www.youtube.com/watch?v=7v6EGhyemPY,SALINDA 797,LIVE WAYANG KULIT KI DALANG LANGGENG HIDAYAT (REC),2021-08-14 21:49:48+00:00,28331,3907,51.0,2.0,"Jangan lupa tonton video kami yang lain, like, subscribe, share, dan berkomentar.
Subscribe
SALINDA STUDIO 👇
https://www.youtube.com/SALINDASTUDIO
AE Pro Audio 👇
https://youtube.com/channel/UCXg7DPLeZH8tQZ12Sq0gOrw
PAK PIK PUK 👇
https://www.youtube.com/c/PakPikPuk
SUGITO 👇
https://www.youtube.com/channel/UCzQuyAEffBbOUzzXCBQfZAA
IRVAN STUDIO 👇
https://www.youtube.com/c/Irvanproduction
SALINDA BROADCASTER 👇
https://www.youtube.com/channel/UCXMr5MriswY2jK-sDxK64sw
PIXAPIX 👇
https://www.youtube.com/c/topixmultimedia
DWIPANGGA 👇 
https://www.youtube.com/channel/UCnVV9V5QSg2knn-S9dcDqMg
Terimakasih.
Salam Budaya.",7,2021
0f3GCk5ibFY,https://www.youtube.com/watch?v=0f3GCk5ibFY,Asthabrata Media,Live Wayang Kulit  Dalang Ki Badaralam M.Sn Lakon Panah Asmara Srikandi BT Niken Salindri & Slendro,2021-03-06 20:37:35+00:00,23725,26438,393.0,114.0,"Live Wayang Kulit Virtual
Dalam Rangka HUT Ibu Chinthia Jassi
Dalang Ki Badaralam M.Sn 

Lakon Panah Asmara Srikandi

Bintang Tamu Niken Salindri & Cak Slendro Cs

Sabtu 6 Maret 2021",6,2021
4zSpDOPMrDA,https://www.youtube.com/watch?v=4zSpDOPMrDA,ANDHIKA MULTIMEDIA new,LIVE Pergelaran Wayang Kulit Dalang KI WARTUN GATI WICORO Lakon :  PARTAKRAMA ||  09/03/2022,2022-03-09 23:28:30+00:00,30616,5034,50.0,0.0,Live Relay : SALINDA 797 https://www.youtube.com/watch?v=XfSHxPC-1wU,8,2022
nZtfhGXnRxU,https://www.youtube.com/watch?v=nZtfhGXnRxU,JAYANINGRAT Channel,"Wayang Kulit ""Wahyu Tri Manggolo"" Ki Bandung Widayat Mudho",2022-02-16 20:01:36+00:00,23727,2330,38.0,8.0,"Pagelaran Wayang Kulit  kanthi dhalang  Ki Bandung Widayat Mudho _ Lakon : ""Wahyu Tri Manggolo"" _ Karawitan JAYANINGRAT dhagelan 'Jo Ngeyel' _Adicara Tasyakuran Walimatul Khitan Dyendra Arya Dwi Revareno putra bapak Joko Prihono & ibu Asih Pangastuti. Ds. Mlandangan - Pace - Nganjuk 16 Pebruari 2022.

#jayaningrat #wayangkulitvirtual #livestreaminghariini",6,2022
Qk223qkpjYU,https://www.youtube.com/watch?v=Qk223qkpjYU,Pelangi Indah Production,"Pagelaran Wayang Kulit Ki Kukuh Bayu Aji di Bodeh, Pemalang",2022-07-10 21:05:28+00:00,22927,5283,59.0,2.0,,6,2022
YtOqa7MD4PQ,https://www.youtube.com/watch?v=YtOqa7MD4PQ,SALINDA 797,LIVE 🔴 Wayang Kulit KI PURWONO SINUGIYANTO (DALANG KEMBAR),2022-04-09 18:47:05+00:00,18830,7816,55.0,3.0,"LIVE STREAMING & DOKUMENTASI SALINDA 797 WA.089666592383 & TELP.087737942898. DIDUKUNG OLEH PAK PIK PUK, SUGITO-GITO 360, DAN RADIO MADU FM 89.4 MHZ GOMBONG. SELAMAT MENYAKSIKAN.
=====================================
CHANNEL YOUTUBE OFFICIAL CV.SALINDA797 PRODUCTION

Subscribe dan aktifkan notifikasinya untuk mendapatkan informasi terbaru dari Salinda797.

======================================

Contact Person Liputan & Live Streaming / Dokumentasi 

1. +6289666592383 ( WhatsApp Saiful )
2. +6287737942898 ( WhatsApp\ Phones )

========================================

Social Media :
YouTube  : SALINDA 797
https://www.youtube.com/salinda797production
Youtube  : SALINDA COMEDY
https://www.youtube.com/channel/UCXMr5MriswY2jK-sDxK64sw

========================================

PERINGATAN PENTING !!!!!!!!!!!!
Jika ingin Share Video Dari Channel Salinda797 Production diharapkan :
* IZIN TERLEBIH DAHULU / CHAT LEWAT WHATSAPP
* MENG-UPLOAD ULANG VIDEO INI DI YOUTUBE
* MENCANTUMKAN LINK VIDEO RESMI.
* TIDAK DIPERBOLEHKAN MENG-EDIT DAN MEMOTONG VIDEO SEBAGIAN ATAU SELURUHNYA, SEHINGGA MENIMBULKAN KESALAHPAHAMAN.
MOHON DIMENGERTI.
* TIDAK DIPERBOLEHKAN MEMANFAATKAN VIDEO INI UNTUK KEPERLUAN KOMERSIL.

=======================================

Jangan lupa tonton video kami yang lain, like, subscribe, share, dan berkomentar.
Subscribe
SALINDA STUDIO 👇
https://www.youtube.com/SALINDASTUDIO
AE Pro Audio 👇
https://youtube.com/channel/UCXg7DPLeZH8tQZ12Sq0gOrw
PAK PIK PUK 👇
https://www.youtube.com/c/PakPikPuk
SUGITO 👇
https://www.youtube.com/channel/UCzQuyAEffBbOUzzXCBQfZAA
IRVAN STUDIO 👇
https://www.youtube.com/c/Irvanproduction
SALINDA BROADCASTER 👇
https://www.youtube.com/channel/UCXMr5MriswY2jK-sDxK64sw
PIXAPIX 👇
https://www.youtube.com/c/topixmultimedia
DWIPANGGA 👇 
https://www.youtube.com/channel/UCnVV9V5QSg2knn-S9dcDqMg
Terimakasih.
Salam Budaya.",5,2022
mS8Na0tEnpg,https://www.youtube.com/watch?v=mS8Na0tEnpg,Tatin Thithot,PAGELARAN WAYANG KULIT DALANG KI BAMBANG WIJI NUGROHO BT. TATIN THITHOT,2022-05-11 21:51:34+00:00,26093,40783,493.0,30.0,"#tatin #sinden #wayang #dalangseno #tatinthithot

Semoga bermnfaat dan terhibur.
Silahkan Subscrib, like, komen dan share. sehingga mendorong kami untuk lebih aktif membuat konten yang menarik juga demi berkembangnya chanel kami.. Makasih yaaaacchh...

https://www.facebook.com/tatin.thithot.5
https://instagram.com/tatin_titot?igshid=1bes8zu3blj8p",7,2022
NJuB7VCPQgQ,https://www.youtube.com/watch?v=NJuB7VCPQgQ,JUVE MULTIMEDIA RECORD,LIVE STREAMING WAYANG KULIT KI NARDI MUDO CARITO FEAT GARENG PACITAN,2022-08-18 20:42:11+00:00,21621,7332,65.0,7.0,"PERGELARAN WAYANG KULIT
Dalang                 : KI NARDI MUDO CARITO
Lakon                  :  WAHYU KATENTREMAN
Hari / Tanggal    : 18 AGUSTUS 2022
Pukul                   :  21.00 WIB
Tempat               :  BALAI DESA BAOSAN LOR, NGRAYUN, PONOROGO
LAWAK               :  GARENG PACITAN

#juvemultimediarecord   

untuk mendukung channel ini silahkan donasi ke
https://saweria.co/juvemultimedia

silahkan gabung grub WA untuk mendapatkan informasi dari admin kami 
https://chat.whatsapp.com/Hvyg9xWn8SzEn8njw7JvTU

JUVE MULTIMEDIA RECORD menerima JOB VIDEO SHOOTING, LIVE STREAMING, RIAS MANTEN, PHOTOGRAPHY CP +62 8563663777

Marilah kita bangun channel ini untuk melestarikan kesenian dan kebudayaan nusantara. Terimakasih.
SEMUA TENTANG BUDAYA NUSANTARA INDONESIA, WAYANG, KETOPRAK, REYOG, JARANAN THIK, TAYUB, LAWAK, WISATA KULINER, MUSIK,
SELALU UPDATE TENTANG BUDAYA BUDAYA NUSANTARA. DENGAN MELIHAT INI ANDA SUDAH IKUT SERTA MELESTARIKAN BUDAYA NUSANTARA INDONESIA INI DAN INGAT SILAHKAN SUBSCRIBE CHANNEL YOUTUBE JUVE MULTIMEDIA RECORD
UNTUK MENDAPATKAN UPDATE VIDEO TERBARU SILAHKAN LIHAT DISINI PLAYLIST https://www.youtube.com/channel/UC7eaZ81I_260R1aVFr0kpMg/playlists

SILAHKAN SUBSCRIBE, LIKE, COMMENT, AND SHARE
JUVE MULTIMEDIA RECORD",6,2022
UC_XhU6ckTU,https://www.youtube.com/watch?v=UC_XhU6ckTU,AE PRO AUDIO,LIVE Wayang Kulit 🔴 KI LANGGENG HIDAYAT - SEMAR Mbangun KAHYANGAN,2022-03-12 22:56:57+00:00,21494,103,7.0,0.0,"LIVE WAYANG KULIT KI LANGGENG HIDAYAT KARAWITAN SINOM BUDOYO LAKON SEMAR MBANGUN KAHYANGAN. DALAM RANGKA MERDI DESA DS.BULUREJO KEC.AYAH KAB.KEBUMEN 12 MARET 2022. LIVE STREAMING & DOKUMENTASI SALINDA 797
=====================================
AE PRO AUDIO
Shopee : https://shopee.co.id/aepro1?v=d41&smtt=0.0.3
WA        : Https://wa.me/6282243792763​​​
IG          : https://www.instagram.com/aepro_audio​​​...  / aepro_audio
FB         : https://www.facebook.com/aan.elektro​​​....  /Aan elektonik
MAPS   : https://goo.gl/maps/B3x79T1pFMav7ww78",5,2022
YgOA3k0qW1Y,https://www.youtube.com/watch?v=YgOA3k0qW1Y,Sanggar Kendalisada,"Pagelaran Wayang Kulit KI SUHARNO CERMO SUGONDO,S.Sn | Lakon Parikesit Ratu",2022-09-13 22:35:52+00:00,29325,83,4.0,0.0,"#livestreaming 
#wayangkulit 
#sanggarkendalisada",8,2022
5C_5mmPQH60,https://www.youtube.com/watch?v=5C_5mmPQH60,Satria Langen Budaya,"KIDALANG H RUSDI WAYANG KULIT LANGEN BUDAYA //"" LAKON  CUNGKRING DADI RATU''",2022-08-04 00:06:10+00:00,38285,9921,68.0,0.0,"KIDALANG H RUSDI lakON CUNGKRING MANDITA

Pagelaran Wayang Purwa ""LANGEN BUDAYA"" Dari Desa Celeng Kec. Lohbener - Indramayu / Pimp. H. RUSDI Hp : 0877 7756 6777 - 0896 0412 1240.
===================================================================

#KidalangHRusdi
#Wayangindonesia
#LangenBudaya
#SatriaLangenBudaya",10,2022
BR8ECBcgaZ8,https://www.youtube.com/watch?v=BR8ECBcgaZ8,MITRA BUDAYA PATI,🔴🔵 STREMING WAYANG KULIT DALANG KI TANTUT SUTANTO,2022-09-22 21:08:04+00:00,26674,2579,21.0,0.0,"LAKON : PRABU SOSRO WINDU LENO

BINTANG TAMU : NIKEN SALINDRI


jangan lupa like, coment, subscribe dan share sebanyak-banyaknya
terima kasih 😊
-------------------------------------------------------------------------------------------------
#mitrabudayapati
#wayangkulit
#livestreaming",7,2022
oNp2fazkqRE,https://www.youtube.com/watch?v=oNp2fazkqRE,GATOT JATAYU,#Live Wayang Kulit BANJARAN GONDOMONO II KI GUNARTO GUNOTALIJENDRO,2022-01-22 17:39:53+00:00,20117,3875,67.0,5.0,"#WayangKulit #LiveStreaming #KiSenoNugroho 

Bintang Tamu : Gogon Srimulat

Mudah-mudahan video ini jadi hiburan yg menyenangkan,manfaat barokah bagi semua & channel saya terus berkembang Aamiin",5,2022
UbrnAaLji6w,https://www.youtube.com/watch?v=UbrnAaLji6w,Kokoh Tri Hakim S ▶️,Wayang Kulit Ki Eko Suwaryo Lakon Kongso Adu Jago,2022-03-11 20:48:05+00:00,19817,626,10.0,2.0,"#LiveWayangKulit
#WayangKulit
#kiekosuwaryo
#sekarbima
#campursarisekarbima
#kiekosuwaryoterbaru
#WayangKulitTerbaru
#Banyumasan
#WayangBanyumasan
#GagrakBanyumas
#KiMArtoWarsono
#2021",5,2022
aU1tcFiB-1w,https://www.youtube.com/watch?v=aU1tcFiB-1w,TNI ANGKATAN LAUT,PAGELARAN WAYANG KULIT BERSAMA KASAL DI KODIKLATAL,2022-05-27 20:02:18+00:00,22546,11272,363.0,13.0,#jalesvevajayamahe #tnial,6,2022
8pyx2IcoWnU,https://www.youtube.com/watch?v=8pyx2IcoWnU,PWKS JABODETABEK CHANNEL,[ LIVE ] WAYANG KULIT DALANG MUDA KLATEN LAKON GATUTKACA NAGIH JANJI | BT APRI MIMIN | 27/03/22,2022-03-27 21:36:30+00:00,26976,171,16.0,0.0,"Pagelaran Wayang Kulit Dalang Muda Klaten Lakon Gatutkaca Nagih Janji Dalam Rangka Ruwahan Dan Menyambut Bulan Ramadhan Persembahan Pepadi Pusat & Komunitas Pelestari Seni Budaya Nusantara | Minggu , 27 Maret 2022 Pukul 20.00 WIB

#Live
#Wayang
#pwksjabodetabek",7,2022
Goek_dl4fUo,https://www.youtube.com/watch?v=Goek_dl4fUo,Dalange Wartoyo TV,"#Live Wayang Kulit Rebo Wagen Lakon TREMBOKO SUWARGO - Ki KASIM, KI ADAM, KI BAMBANG WIJI",2022-05-17 19:21:10+00:00,19411,868,35.0,0.0,"Ki Wartoyo adalah Dalang Wayang Kulit Dari Nogosari Boyolali.Channel ini dedikasikan untuk apapun tentang budaya, kesenian jawa, maupun informasi, UNTUK KELANGSUNGAN DAN PERKEMBANGAN CHANNEL INI SILAHKAN LIKE, KOMEN, SHARE DAN SUBCRIBE CHANNEL WARTOYO DALANG INDONESIA.",5,2022
OFVqBKMsiuY,https://www.youtube.com/watch?v=OFVqBKMsiuY,Jogja Live Streaming Official,Live Wayang Kulit Ki Arno Sugito ll Lakon : Wahyu Teja Maya,2022-05-14 20:39:05+00:00,22279,4302,56.0,6.0,"#WahyuTejaMaya #KiArnoSugito #Syawalan #WayangKulit #WahyuTriTunggal #KiSenoNugroho #WargoLaras #SindenWargoLaras #Jathilan #Ketoprak #Angguk #Ndolalak #Budaya #WayangKulit 

Live Wayang Kulit Dalang Ki Arno Sugito
Lakon : Wahyu Teja Maya
Dalam Rangka Syawala Bersama RT RW
Bertempat di Nglengkong, Sambirejo, Prambanan, Sleman, Yogyakarta

Jogja Live Streaming Official adalah media untuk menyiarkan secara live acara2 budaya seperti :
Wayang kulit, Jathilan, Ketoprak, angguk, Ndolalak, dan semua acara acara yg berunsur budaya


Dukung kami dengan cara Like, Share, Komen, Subscribe & aktifkan lonceng agar tidak ketinggalan live streaming atau video terbaru kami

Cp Jogja Live Streaming Official :
0822 1162 6595 [ Kurniawan ]
0823 2256 7279 [ Narto ]

Terimakasih
Salam budaya
Lestari budayaku",6,2022
qk2gDFVtqT4,https://www.youtube.com/watch?v=qk2gDFVtqT4,PEMERINTAH KOTA MAGELANG,PAGELARAN WAYANG KULIT - KRESNA DUTA,2022-05-21 21:25:39+00:00,26203,11855,128.0,5.0,"#KotaMagelang #MajuSehatBahagia #WayangKulit Dalam rangka peringatan Hari Jadi ke - 1116 tahun  Kota Magelang
Mempersembahkan Pagelaran Wayang Kulit
Lakon : Kresna Duta
Dalang : Ki Edi Suwondo Gito Gati
Bintang Tamu : Rabies

Sabtu, 21 Mei 2022
Disiarakan langsung dari Trunan, Jl. Jenderal Sudirman. Kota Magelang",7,2022
JiFJjMXOfq0,https://www.youtube.com/watch?v=JiFJjMXOfq0,mitra media purwodadi,🔴 LIVE WAYANG KULIT DALANG KI BAGONG DARMONO SH.DALAM RANGKA PERNIKAHAN | BONG BONG & IRENA | .,2022-09-17 21:11:17+00:00,27336,1232,9.0,0.0,"🔴 LIVE WAYANG KULIT DALANG KI BAGONG DARMONO SH.DALAM RANGKA PERNIKAHAN | BONG BONG & IRENA | KERNEKAN 17 SEPTEMBER 2022

INI HANYA LIVE STREAMING MOHON MAAF APABILA KUALITAS GAMBAR DAN SUARA KURANG MEMENUHI STANDART PENYAJIAN DIKARENAKAN GANGGUAN SIGNAL SERING TERJADI ... !!! 
#Mitramedia HD
#Santika_Audio
#Kibagong 
 Terimakasih Atas dukungan anda.;;..
Terimakasih sudah menonton Video Kami
Semoga terhibur Dan bermanfaat.

Jangan Lupa Subcribe, Like,Komentar Dan Share Video Dari Kami.
Tonton juga Video Terbaru Dari Kami Lewat Link Di Bawah...

https://www.youtube.com/watch?v=MvxcFypf7uo
https://www.youtube.com/watch?v=cQI5nlT-8nE
https://www.youtube.com/watch?v=y_6YTLMStv4

#mitravideoshooting
#mitraproduction
#mitramediahd",7,2022
DOJrhjdvGvg,https://www.youtube.com/watch?v=DOJrhjdvGvg,Rakafm Purbalingga,LIVE REC. Wayang Banyumasan || Dalang Ki Gandhik Notog || Lakon Sumantri Ngenger,2022-10-12 18:17:13+00:00,21427,18489,139.0,5.0,"Live Pagelaran Wayang Kulit Banyumasan
Dalang : Ki Gandhik Wayah Soegino
Lakon :  Sumantri Ngenger
Karawitan : Soegino Laras Notog Patikraja Banyumas
Produksi : Rakafm Purbalingga 
Video Rekaman : 11 September 2022
-----------------------------------------------------
Dilarang reupload /menggungah ulang sebagian atau keseluruhan video ini untuk keperluan komersil, apapun bentuknya tidak kami izinkan selain Rakafm Group.
--------------------------------------------------
Yuk di follow Instagram @rakafm_purbalingga berikut linknya :
@rakafm_purbalingga : https://www.instagram.com/rakafm_purbalingga/
--------------------------------------------------
Rakafm Purbalingga || channel seni budaya terutama Banyumasan || semoga konten yang ada di channel kami dapat memberi manfaat || atas segala partisipasi dan dukungan anda baik melalui SUBSCRIBE, like, share & comment kami sampaikan banyak terima kasih, semoga dimudahkan rejekinya, aamiin.
--------------------------------------------------
#rakafmpurbalingga  
#dalanggandhik
#livestreaming 
#livewayangkulit 
#wayangbanyumasan",5,2022
1IQVQ9kCDtI,https://www.youtube.com/watch?v=1IQVQ9kCDtI,DWI KURNIA CHANNEL,"WAYANG KULIT DALANG KI ANON DWIJOKANGKO ""CAKRANINGRAT"" BT ELISHA MIMIN APRI THATIN",2022-05-31 21:04:18+00:00,24691,4727,77.0,4.0,"Jangan Lupa Bantu : 
✅LIKE 
✅SUBSCRIBE 
✅COMENT 
✅SHARE 
Supaya Terus untuk berkembang Channel ini Terima Kasih. 

#dalangkangko #elisha #tatin #miminapri #duosinden #dwijolarasindonesia #wayangkulit",6,2022
HQbZ_0Sgfhw,https://www.youtube.com/watch?v=HQbZ_0Sgfhw,HAMMAM Dalang Otodidak,Live ' Wahyu Mustika Aji ' | Dalang Ki Ary Prastyo Bansari Temanggung,2022-01-12 21:47:52+00:00,25445,2360,43.0,5.0,,7,2022
